"order_id","payment_sequential","payment_type","payment_installments","payment_value"
"b81ef226f3fe1789b1e8b2acac839d17",1.0,"credit_card",8.0,99.33
"a9810da82917af2d9aefd1278f1dcfa0",1.0,"credit_card",1.0,24.39
"25e8ea4e93396b6fa0d3dd708e76c1bd",1.0,"credit_card",1.0,65.71
"ba78997921bbcdc1373bb41e913ab953",1.0,"credit_card",8.0,107.78
"42fdf880ba16b47b59251dd489d4441a",1.0,"credit_card",2.0,128.45
"298fcdf1f73eb413e4d26d01b25bc1cd",1.0,"credit_card",2.0,96.12
"771ee386b001f06208a7419e4fc1bbd7",1.0,"credit_card",1.0,81.16
"3d7239c394a212faae122962df514ac7",1.0,"credit_card",3.0,51.84
"1f78449c87a54faf9e96e88ba1491fa9",1.0,"credit_card",6.0,341.09
"0573b5e23cbd798006520e1d5b4c6714",1.0,"boleto",1.0,51.95
"d88e0d5fa41661ce03cf6cf336527646",1.0,"credit_card",8.0,188.73
"2480f727e869fdeb397244a21b721b67",1.0,"credit_card",1.0,141.9
"616105c9352a9668c38303ad44e056cd",1.0,"credit_card",1.0,75.78
"cf95215a722f3ebf29e6bbab87a29e61",1.0,"credit_card",5.0,102.66
"769214176682788a92801d8907fa1b40",1.0,"credit_card",4.0,105.28
"12e5cfe0e4716b59afb0e0f4a3bd6570",1.0,"credit_card",10.0,157.45
"61059985a6fc0ad64e95d9944caacdad",1.0,"credit_card",1.0,132.04
"79da3f5fe31ad1e454f06f95dc032ad5",1.0,"credit_card",1.0,98.94
"8ac09207f415d55acff302df7d6a895c",1.0,"credit_card",4.0,244.15
"b2349a3f20dfbeef62e7b31baa22f84b",1.0,"credit_card",3.0,136.71
"5a1f6d22f7dfb061ef29216b9af687a1",1.0,"credit_card",4.0,47.69
"4214cda550ece8ee66441f459dc33a8c",1.0,"credit_card",2.0,170.57
"adfbf6c2a620196f9a3ec747491c72b7",1.0,"credit_card",4.0,67.5
"4d680edbaa7d3d9bed69532957368a03",1.0,"credit_card",10.0,353.09
"8cd68144cdb62dc0d60848cf8616d2a4",1.0,"boleto",1.0,330.66
"5cfd514482e22bc992e7693f0e3e8df7",2.0,"voucher",1.0,45.17
"d0a945f85ba1074b60aac97ade7e240e",1.0,"credit_card",2.0,541.0
"c39414c195d0f94c9d9c35e7c6ed4f1a",1.0,"credit_card",2.0,139.22
"5d9c5817e278892b7498d90bfa28ade8",1.0,"credit_card",2.0,290.16
"b69b9260e79a0da00e15f48de1bd2524",1.0,"boleto",1.0,283.34
"f45074ae38f2e01d9b854ec8d40362ff",1.0,"credit_card",1.0,13.78
"81cedc4d2132eb6f512354166e51b187",1.0,"credit_card",1.0,30.28
"595f598849d89203c28d05d0fbf3f92e",1.0,"credit_card",1.0,26.58
"f9d0ec2fa088ac583e1ccd15b6686073",1.0,"credit_card",1.0,89.68
"e647bf617de735448a4ba54f8910393c",1.0,"credit_card",1.0,65.09
"b2bb080b6bc860118a246fd9b6fad6da",1.0,"credit_card",1.0,173.84
"23f10f509600c30cf2852f9dbdf28fc3",1.0,"credit_card",1.0,103.49
"f86f6472fa9f395d8d9a6751ca118afb",1.0,"credit_card",1.0,64.03
"1dcf0c8cd36ffaf57784fbdc90079310",1.0,"credit_card",3.0,157.15
"00d8d65b666158b633f96054d31af43b",1.0,"boleto",1.0,130.88
"cf30fe76d1505192acee1c6dccb15545",1.0,"credit_card",2.0,47.72
"d3e774a185c0b1b2286ffd6c70abe2e6",1.0,"credit_card",8.0,117.74
"32b1d8f3789a57f1f752e20ac7404b4c",1.0,"boleto",1.0,56.6
"c10d412026c4077b8e83acf0fea04eee",1.0,"credit_card",1.0,266.16
"56c3277583e16009c925fdf116df420f",1.0,"boleto",1.0,31.38
"0e0441786430b7cfcd0d91f822ea4c99",1.0,"credit_card",1.0,121.49
"6ffb3f1686bceae3466facf7e02ce3fb",1.0,"credit_card",1.0,32.0
"afef48d3c8a0b1b7c9b7f8f922fb5674",1.0,"credit_card",5.0,153.41
"c0db7d31ace61fc360a3eaa34dd3457c",1.0,"credit_card",5.0,65.71
"d574338f566ca28dd67820f48ec1f1d8",1.0,"credit_card",4.0,278.22
"1807cc736321f14baa58ef39cf6e5989",1.0,"credit_card",4.0,91.66
"e8977f709bbb0367f51b589e6325f991",1.0,"credit_card",1.0,132.51
"2e2c60b99754ae1e4d8b18846cfec9f2",1.0,"credit_card",4.0,542.66
"1ffb3c1929b16d9c1aec1958e11b3e9b",1.0,"boleto",1.0,166.04
"95442deb81a5d91c97c0df96b431634a",1.0,"boleto",1.0,368.98
"10af96a0689260134307879127ac1952",1.0,"credit_card",2.0,113.2
"85eef2d342b0de363c45c1bc324729c5",1.0,"credit_card",3.0,99.43
"aa964845f1de8125410aea8b73e9e1ec",1.0,"credit_card",2.0,27.35
"343348b1e29e9fa9e7b6ab1027f9177d",1.0,"credit_card",4.0,43.77
"ad4098a257676ea4d394fb3bbbf36ca3",1.0,"credit_card",2.0,68.49
"3e0c3cab458e8b3cc8d1d38ecb7e7775",1.0,"credit_card",2.0,105.53
"3ab4eea6776259ae8dfbabaeffece352",1.0,"credit_card",8.0,387.8
"10d9871bed9fb8d0887d3b9022edd1ff",1.0,"boleto",1.0,84.14
"c108072ab31ec90a754129c171577f5f",1.0,"credit_card",4.0,210.82
"fc662bafa52d2ef16078f6f6141009d6",1.0,"boleto",1.0,90.05
"4217849b1ff18a9270fe048eabc4dc45",1.0,"credit_card",1.0,67.88
"795c16acb4e3c30dfa5b6827727ef488",1.0,"credit_card",2.0,37.58
"55e2d723733c45033e71cb4d44690234",1.0,"boleto",1.0,89.63
"947e9c6bfd83a06953c420ef92d3da6e",1.0,"voucher",1.0,69.46
"60e43c5f5ba559d9dd19357ed72cb2f2",1.0,"credit_card",2.0,78.3
"e3e9e3295f4e1512167c232a0aaae8a5",1.0,"voucher",1.0,50.8
"460d57443ffdcaeba240360239747cf7",1.0,"credit_card",1.0,34.0
"4cb51127f19f7254b320efe1718477dd",1.0,"boleto",1.0,77.1
"110d9355d6338eab0a65a0cacdde5434",1.0,"credit_card",5.0,566.4
"42f5954cda381bd032934ee38c453711",1.0,"credit_card",8.0,402.42
"3689194c14ad4e2e7361ebd1df0e77b0",2.0,"voucher",1.0,57.53
"97c111c4f22dfa1089a9c0b5338dcc79",1.0,"credit_card",3.0,44.01
"4b2d035932915aa9c2a0d4d84cd6d3b0",1.0,"credit_card",3.0,187.51
"e1b4ee0e390fbac1dec439d72b45a115",1.0,"credit_card",3.0,77.7
"fee72a68ce935ebf2939fe72f27d3d9b",1.0,"credit_card",1.0,48.68
"4d3bfdf4c7d6578ea445d588371ae10e",1.0,"credit_card",1.0,77.29
"4c2e1a95586c815795a324d1599e7b5a",1.0,"credit_card",8.0,117.71
"c9f23db8a1cb725df9bdb3383bd72b38",1.0,"credit_card",3.0,169.34
"8e47a04b25d7a7075064e8e0bd2e0318",1.0,"credit_card",1.0,37.61
"723e462ce1ee50e024887c0b403130f3",1.0,"credit_card",1.0,13.8
"fa2ea4b6e84c1c0fc4f3a6d468c55183",1.0,"debit_card",1.0,227.12
"fb1a2a1296f822405a946cbdfc0d3ed6",1.0,"credit_card",3.0,34.78
"198298d54f269d8c5fe89e85a859af61",1.0,"credit_card",10.0,342.56
"b19ca559688b49e8cf7f88c1aa3f0009",1.0,"credit_card",7.0,73.34
"5be8d4719fe2e3669e2d07dddf3b6b0c",1.0,"credit_card",4.0,117.85
"4a02e985c7239d866a632f07ed20d9c0",1.0,"credit_card",1.0,48.62
"3e17eef8a8bd0131c7aed90d7508799e",1.0,"credit_card",1.0,53.99
"f8d323a2702fed37f0229965f7e9f8b3",1.0,"credit_card",1.0,51.14
"de4090fd9b7900d46323b0c7c36b7128",1.0,"credit_card",2.0,121.45
"17e5131fe1d4b1a8dc14d4a66914f9d7",1.0,"credit_card",1.0,73.34
"20f136d890c31a62486c809f91a5b098",1.0,"credit_card",10.0,117.68
"557cc2675910c4a6c9b54ad276f25097",1.0,"credit_card",1.0,56.77
"d60a89ab9bc1e68834465ae630c3343e",1.0,"credit_card",2.0,115.59
"3ba2d0012b1f34bc6ccbc31c4ba69f93",1.0,"credit_card",6.0,60.07
"d46f45b0d795bcf47a19d301710e63fe",1.0,"credit_card",1.0,27.27
"96de2b7f7f3c401fbee3eef068376da6",1.0,"boleto",1.0,32.15
"f9d5bfb53147f381e81b89a848e26b16",1.0,"credit_card",3.0,195.71
"21b8b46679ea6482cbf911d960490048",2.0,"voucher",1.0,43.12
"e6670c9089973cc68e5b90b7d1f4fec4",1.0,"credit_card",1.0,88.49
"85a4fbdba48c815924115fb82330071c",1.0,"credit_card",3.0,34.09
"35525be13c4af8acae0bb6d13c27110d",1.0,"credit_card",1.0,40.99
"46ee6eaca194413758f200a6974b7e4d",1.0,"credit_card",3.0,71.99
"f49cd89d6dad6dd5759ecf15dfe4bb19",1.0,"boleto",1.0,47.0
"9acd1ccfbc6445c0cad9ee9ddb48054c",1.0,"credit_card",3.0,81.78
"83f24bbc4f76a2730ba9c9cfa32e6d07",1.0,"credit_card",3.0,231.45
"0b65284a1a74114ea029b7676fdc1ba3",1.0,"credit_card",7.0,144.2
"cf61ad2218e5c14397e7c0ba7a6a50f9",1.0,"debit_card",1.0,35.14
"243312dbb316253ab77bb0140d94803c",1.0,"credit_card",10.0,285.79
"8973a53fcad22a79e0ff315e7f9a0fd9",1.0,"credit_card",2.0,176.7
"f090de1b2ed9f4e251662cb31e3c7127",1.0,"credit_card",2.0,27.63
"2ccde1e4676c20b9444e2bcbed36334c",1.0,"credit_card",8.0,134.56
"0f4b5614da144989e2acc5291af24357",1.0,"credit_card",4.0,96.98
"1d92d2ce1ae2e0510b5ce50c5be578c6",1.0,"credit_card",2.0,110.03
"a490a5d59a9bf4ef3334bfd7cf1dbdfc",1.0,"credit_card",1.0,17.78
"60ead11db6b36221fe1424e330883a9a",1.0,"credit_card",1.0,44.0
"c51dcdd98e1c413f3d394ffcb4656ed1",1.0,"credit_card",4.0,110.11
"ea9184ad433a404df1d72fa0a8764232",4.0,"voucher",1.0,22.49
"8f936fb77c720ab9ccd618af38c885cc",1.0,"credit_card",4.0,46.63
"0fba53cb4e9429e38cd2750c32fa24a5",1.0,"boleto",1.0,52.21
"cdaa116d3c2521b4b6976043508d0943",1.0,"credit_card",2.0,61.77
"68d7420c86be23f313c81a554320f986",1.0,"boleto",1.0,121.88
"a5f860aaf6a3c35399495aefe92d363f",1.0,"credit_card",1.0,75.75
"f51e3c7f79d1e2c076acbb6af1588b95",1.0,"credit_card",1.0,130.22
"9184724aacd6a7da5bcf4c08c2c674a8",1.0,"credit_card",3.0,57.53
"8bdc559b124e47eb71b5d1be8d6675e4",1.0,"credit_card",7.0,76.02
"49d3db2a02106c24d6ef800bd8ad5546",1.0,"boleto",1.0,90.17
"c604ad5f1e0d0bcf9977cf46d1d72303",1.0,"credit_card",1.0,31.0
"859980aae511377b7230f72d90bfc580",1.0,"credit_card",10.0,106.77
"e2cd740333fe4585ead5c50c61edb6a5",1.0,"voucher",1.0,163.25
"55779fa8fe072d9f8c92d672154558f2",1.0,"boleto",1.0,233.66
"99bc267f49d76932cd195bfb2a94dd03",1.0,"credit_card",1.0,163.08
"0c99132c4ff916416ba8f74c378f1cbc",1.0,"credit_card",4.0,135.93
"66a4fa2d40fed98c34ced62496fdb1e7",1.0,"credit_card",1.0,267.05
"db43c1a570e28fe9da60a444e3616a2b",1.0,"credit_card",7.0,186.72
"82ffe097d8ddbf319a523b9bbe7725d5",2.0,"voucher",1.0,30.0
"f75666bf6c9e09f6b3f4bcd797b57a3c",1.0,"credit_card",4.0,97.28
"5e5d1342989d05440629e2162fa52d07",1.0,"credit_card",1.0,48.61
"14d9794bbb53614d12cc2df6a045f82b",1.0,"boleto",1.0,116.7
"a8c012ba7d95bd2d15f666681f19c146",1.0,"credit_card",1.0,41.42
"31f8013402a0749b3ab433b1aee11754",1.0,"boleto",1.0,42.19
"4f99d1a7b0d2308edf45baa6997ac961",1.0,"credit_card",6.0,125.53
"ca8f94a99a8120c559e416275a535066",1.0,"credit_card",5.0,92.76
"9bdcb4559b75d21a22fcd868d9e5dfec",1.0,"credit_card",8.0,348.02
"96cc8c42014ddb42a775da9a45ae3f76",1.0,"credit_card",2.0,203.3
"87f003dca70d4d22518366caf041e845",1.0,"credit_card",3.0,44.35
"f244841f5a461472de8de82f023b1371",1.0,"credit_card",10.0,116.05
"3597f6476c27b4e1cc2f58588116f8f5",1.0,"boleto",1.0,85.14
"242e24b7eaa9f48cde9d679f8591124d",1.0,"credit_card",4.0,236.66
"18259631aab7299bf25f83f5eac4c8d1",1.0,"credit_card",4.0,220.3
"14c0c0bebe2cd50fb1dbdee84fbae03a",1.0,"credit_card",1.0,180.55
"3b697a20d9e427646d92567910af6d57",1.0,"boleto",1.0,45.46
"55c0b6b41ce482c3f77407ef43fc6bad",1.0,"boleto",1.0,26.08
"53035288acc866ee15423b4293722b46",1.0,"credit_card",1.0,375.74
"845af9472cc76e66fbf445931b511755",1.0,"credit_card",5.0,123.41
"953b6636ab2347a8ba37a16770db47f9",1.0,"credit_card",10.0,379.07
"886b114d034f4ac1d39d964c1b2a8182",1.0,"credit_card",10.0,2027.16
"c61e3efc183db6b89f5556efb5aa8797",1.0,"credit_card",1.0,45.5
"2d1d5777f29a8ee6593cf90b85afb5b6",1.0,"credit_card",1.0,91.17
"aa600269bffea363cca75ad2d1908903",1.0,"boleto",1.0,93.26
"487c1451b8fd7347d0e80e5aca887e91",2.0,"voucher",1.0,30.0
"0a9716da94d89975e6637874280aadad",1.0,"credit_card",10.0,165.96
"65c863d90026e9dd4888e28d2135c983",2.0,"voucher",1.0,50.0
"62d9b911d7c56cf455f660eecb8ddd3a",1.0,"credit_card",10.0,1002.73
"279cc62fe9c5a9e6a7ad5a7536560944",1.0,"boleto",1.0,116.56
"e6ed38386107802a72ec8197195f79a7",1.0,"credit_card",2.0,240.52
"4a4ed9ed7922304a569ed850baba99c6",1.0,"credit_card",3.0,33.13
"3f5a1c29c5881cc9902ed702efbdde45",1.0,"credit_card",1.0,213.9
"1594012ccc1b0770373ce691d697e5ae",1.0,"credit_card",8.0,362.17
"2fe14af1d4563c0e76f382bc63c9a245",1.0,"credit_card",2.0,88.72
"bc3d816db1aa7215dbde5b1b00d3d32b",1.0,"credit_card",2.0,46.85
"67c8c2016ddabf0059783eb44e921f99",1.0,"boleto",1.0,68.54
"07d13d352c85dfbfa60dc56dea818335",1.0,"boleto",1.0,32.62
"b545ba7b0bd67a3128185c7214704319",1.0,"credit_card",8.0,340.08
"9d8065ae4c6f5725ee052d02ab00f64e",1.0,"boleto",1.0,82.06
"d9d104af1ea99e0b7f6b0644eedc74d0",1.0,"credit_card",1.0,40.95
"9e59025992bd64bc26551391ed44a450",1.0,"credit_card",3.0,67.01
"591083bc42b589c7052118aa83118e76",5.0,"voucher",1.0,20.0
"79b63d1f9cf0257b33b04fbfb0847cba",2.0,"voucher",1.0,76.9
"7327c30a5230ce07bc2c7a695d553a00",1.0,"credit_card",4.0,40.27
"3b9e43d6eba694f8a29c11ee67a04f2c",1.0,"credit_card",8.0,242.1
"1e6d912e4c63965bb9eccf0cc765fc24",1.0,"boleto",1.0,207.24
"57e4fc8f20507381b3f7abbe4e2ccda3",1.0,"credit_card",2.0,215.56
"d4fdb2be174c84a6409a3968c55b01c5",1.0,"credit_card",1.0,39.92
"e1b6234c322ab01a32771bf57c597043",1.0,"credit_card",8.0,156.09
"03afb3c10af52ddfa3c33b9881bf43f8",1.0,"credit_card",2.0,131.5
"c1b770015e27aaf2b475026989d04fe0",1.0,"boleto",1.0,137.73
"1a9b986cfe31ed59c5a6c00287db7e74",1.0,"credit_card",1.0,31.75
"66f249e4d7ab2f3872de7bd6d74719dd",1.0,"credit_card",8.0,348.77
"c79bdf061e22288609201ec60deb42fb",1.0,"credit_card",1.0,12.22
"648b4f683ccf074ebe65a73c8096dd18",1.0,"credit_card",4.0,139.87
"02951078a21a2d9341ea16089a4d5031",1.0,"credit_card",12.0,257.1
"afd0dbbab8e90d099aaccdd8ed7d5f26",1.0,"credit_card",3.0,269.46
"2ad6c6594bf0917a25ff8b8918d4b7b0",1.0,"credit_card",1.0,40.0
"774359a2a8b6be829653bae9390a0dd0",1.0,"credit_card",10.0,350.09
"332c6742772f2df936696b6512b10edb",2.0,"credit_card",6.0,134.55
"c385c0eba07c858dd60ffe00a60dda64",1.0,"credit_card",3.0,112.73
"d087b8e096ca051f548e29b324272834",1.0,"boleto",1.0,72.05
"5262eaeb971616ffef822379ed91896f",1.0,"credit_card",1.0,0.67
"52636dd3c039f62169b0eb724af63047",1.0,"credit_card",2.0,77.77
"aa7c35fd606f4275e267e859c6a84d0f",1.0,"credit_card",2.0,26.68
"caca64f71d73695719939294fa88c791",1.0,"credit_card",1.0,371.42
"fd1ddfeca967b94315642dfe5c7545f7",1.0,"credit_card",6.0,225.71
"fa12564d7462c9a851c79c301bcb97de",1.0,"credit_card",3.0,103.79
"9c96fac210f67f329b80d898001fee09",1.0,"boleto",1.0,65.0
"85e710051891004eca4f527adcadd0c3",2.0,"voucher",1.0,69.8
"11978d520d85578c9f024b99ac1a87ef",2.0,"voucher",1.0,20.09
"9062b998bfc2521b3978b34034ba6e1e",1.0,"credit_card",1.0,125.41
"31be75ffd0c4b58ca777e72cd2352b14",1.0,"boleto",1.0,95.99
"999d0185fdc3859e118a76c1e7d8dfe4",1.0,"credit_card",2.0,25.33
"6cdb86865449a92089579ea715e1c1d1",1.0,"credit_card",1.0,52.57
"50bf77081d0fdd2e57dcff0acf8fefeb",1.0,"credit_card",2.0,145.58
"d121cbcb7091fbd55ad0344e0f045982",1.0,"credit_card",3.0,49.7
"37fc44460574b368fe7933c6ae98f224",1.0,"credit_card",1.0,47.43
"3fff175860497ca456d60c90b1f2b797",1.0,"credit_card",2.0,168.57
"ae1126b6891f58552443772c80b1f562",1.0,"credit_card",1.0,133.81
"d56564f21e612a588607e9ffb39b9d21",2.0,"voucher",1.0,1.23
"068176c8a0550b07cddf7e05c8d55319",1.0,"boleto",1.0,123.82
"9488305b52042a978d3bf78cf94bcd54",1.0,"credit_card",3.0,283.66
"7a1ba14765ea354929894e667c06f386",1.0,"credit_card",1.0,89.88
"4b5648d8399ea47a4c323499045aaefc",1.0,"boleto",1.0,32.38
"52b5d339bbba7bd8f18ca836ab540227",1.0,"credit_card",1.0,43.08
"3a1a92434eae60a4f44ad7ebef65c3e7",1.0,"credit_card",1.0,254.58
"dc400373e624e9b0435847a79813c658",2.0,"voucher",1.0,48.91
"9f1cdc0e091b90e61836ddc009a60ef2",1.0,"credit_card",4.0,48.22
"d9952ada4955694cae66806b7d5ac6ca",1.0,"credit_card",6.0,67.58
"251d586514cbf0cace61e03c54a7bf1c",1.0,"credit_card",10.0,311.18
"0435b65bfd0a1cd1c48a82f5b405ea78",1.0,"credit_card",4.0,154.14
"6644170ea0130942cfb3064dce01004a",1.0,"credit_card",2.0,333.68
"7c3e71109e904d8e0c8d034456f87eca",1.0,"boleto",1.0,404.88
"881206af1a6a9cd34119b99782759dd4",1.0,"boleto",1.0,44.77
"f86d7bc39aab05299691322044b63bb2",1.0,"voucher",1.0,1302.42
"5f082a502d1fd6f19d32897c2c2cbcec",1.0,"credit_card",10.0,645.8
"27a7ac440630f9de788e4d66e72c6424",1.0,"credit_card",1.0,186.39
"cc1cc1d6081f7f07a16cc1a3e4ba0b78",1.0,"credit_card",10.0,208.41
"76b8568803f110a59ece4167463a4a7e",1.0,"debit_card",1.0,76.39
"51e88bc351dd268bb9c9e78d263c4a06",1.0,"credit_card",2.0,67.42
"a5b431090739891ac76875d9ad9bff23",1.0,"credit_card",4.0,232.05
"ad62ce74c314772d34c956d73fb305f3",1.0,"boleto",1.0,69.33
"a669137c06cc23b7962d63be3a2ad6d1",1.0,"credit_card",3.0,641.2
"da46439d7d06cf02cb44d0908ecc3575",1.0,"boleto",1.0,41.86
"d24e8541128cea179a11a65176e0a96f",1.0,"voucher",1.0,50.0
"1c67e99dc37224bf3ad220ae2368c068",1.0,"credit_card",1.0,106.96
"4ff8e28200e5a7a50b448cfaaf1f8ed3",1.0,"credit_card",10.0,2288.31
"33ebbe6b176d53190194b5b05cf69330",1.0,"boleto",1.0,69.9
"2176f1406c11f07dcdea94931730770d",1.0,"boleto",1.0,88.08
"08935d5052c6414b1960eb67796d01f5",1.0,"credit_card",4.0,117.39
"f553b61e2a7f6dc62c5f8de4ffb4a031",1.0,"debit_card",1.0,194.91
"1966886b80f14d0588adf6406afb0026",1.0,"debit_card",1.0,68.89
"f6ed483455295c6e7544f141244cd981",1.0,"credit_card",2.0,151.51
"bf951e41c5adb873b7fdcc1e83b406bf",1.0,"credit_card",1.0,54.85
"32d8aa395f9c9f357e1e3f7b214b9082",1.0,"credit_card",1.0,103.68
"b798fc527c548bfa5f069b5b29195275",1.0,"debit_card",1.0,225.63
"6c936253ed9ab81f5293da5081ba8a9a",1.0,"boleto",1.0,39.6
"dcec2b3be8c3d53056fe63381b2a6cfe",1.0,"credit_card",10.0,159.18
"90eaac01afdf4e531a70ad869e092c75",1.0,"credit_card",1.0,234.43
"a04639b53f2cbd1f77b63ed44168566e",1.0,"boleto",1.0,44.83
"97e8d3eb8f48e3610beed991e5f32296",1.0,"credit_card",4.0,205.44
"7cb79316d2abe37e16ec83a07afb2895",1.0,"credit_card",1.0,13.55
"7250e10eca3d7f71a091ac5752d3228f",1.0,"credit_card",1.0,221.96
"cf8ace9395d2ee06b4b513df8ba682b3",1.0,"credit_card",1.0,52.38
